ProjectID,BuildingID,ReportingConstructionType,Borough,Block,Lot,BIN,HouseNumber,StreetName,CountedRentalUnits,CountedHomeownershipUnits,AllCountedUnits,TotalBuildingUnits,BaseSquareFootage,Stories,BBL,Community Board,Council District,Census Tract,NTA,Latitude,Longitude,Latitude (Internal),Longitude (Internal),Postcode
50390,66411,Preservation,2,3051,1,2095365,535,EAST 182 STREET,90,0,90,91,0,10,2030510001,6,15,385,BX01,40.853111,-73.89279,40.853111,-73.89279,10457
55249,989851,New Construction,2,3051,34,2000000,4511,3 AVENUE,181,0,181,181,10000,11,2030510034,6,15,385,BX01,40.853629,-73.891372,40.853629,-73.891372,10457
52056,96830,Preservation,2,3061,22,2011835,2023,MONTEREY AVENUE,0,0,0,40,0,5,2030610022,6,15,37504,BX17,40.84837,-73.894258,40.84837,-73.894258,10457
52056,96827,Preservation,2,3061,26,2011837,2015,MONTEREY AVENUE,0,0,0,54,0,5,2030610026,6,15,37504,BX17,40.848145,-73.894392,40.848145,-73.894392,10457
52056,96824,Preservation,2,3061,32,2011840,2005,MONTEREY AVENUE,0,0,0,15,0,5,2030610032,6,15,37504,BX17,40.847862,-73.894566,40.847862,-73.894566,10457
52056,65993,Preservation,2,3061,34,2011841,547,EAST 178 STREET,0,0,0,18,0,5,2030610034,6,15,37504,BX17,40.847638,-73.89492,40.847638,-73.89492,10457
52056,65995,Preservation,2,3061,36,2011842,551,EAST 178 STREET,0,0,0,44,0,6,2030610036,6,15,37504,BX17,40.847528,-73.894599,40.847528,-73.894599,10457
48729,90293,Preservation,2,3061,70,2011846,565,EAST 178 STREET,20,0,20,20,17028,5,2030610070,6,15,37504,BX17,40.847395,-73.89422,40.847395,-73.89422,10457
49026,85641,Preservation,2,3067,24,2011941,2501,HOFFMAN STREET,0,0,0,25,4000,5,2030670024,6,15,387,BX06,40.858328,-73.886437,40.858328,-73.886437,10458
50293,66001,Preservation,2,3068,61,2011977,601,EAST 178 STREET,21,0,21,21,23750,5,2030680061,6,17,373,BX17,40.846919,-73.892861,40.846919,-73.892861,10457
66144,66001,Preservation,2,3068,61,2011977,601,EAST 178 STREET,0,0,0,21,4750,5,2030680061,6,17,373,BX17,40.846919,-73.892861,40.846919,-73.892861,10457
66651,986550,New Construction,2,3068,69,2000000,600,EAST 179 STREET,177,0,177,177,13868,9,2030680071,6,17,373,BX17,40.847915,-73.892263,40.847915,-73.892263,10457
48729,46169,Preservation,2,3069,24,2011996,2091,ARTHUR AVENUE,55,0,55,55,66393,6,2030690024,6,15,37504,BX17,40.849109,-73.89177,40.849109,-73.89177,10457
48644,948176,New Construction,2,3070,8,2012032,600,EAST 181 STREET,0,0,0,108,9171,9,2030700008,6,15,373,BX17,40.850378,-73.890788,40.850378,-73.890788,10457
50196,49501,Preservation,2,3076,11,2012218,2431,BELMONT AVENUE,43,0,43,43,13781,5,2030760011,6,15,389,BX06,40.855396,-73.885752,40.855396,-73.885752,10458
50196,87351,Preservation,2,3076,39,2012230,2476,HUGHES AVENUE,63,0,63,63,17500,5,2030760039,6,15,389,BX06,40.85693,-73.885398,40.85693,-73.885398,10458
47767,49424,Preservation,2,3080,82,2012339,2076,BELMONT AVENUE,0,0,0,15,0,5,2030800082,6,15,373,BX17,40.848179,-73.890123,40.848179,-73.890123,10457
47767,49429,Preservation,2,3081,13,2012356,2121,BELMONT AVENUE,0,0,0,19,0,5,2030810013,6,15,373,BX17,40.849172,-73.889446,40.849172,-73.889446,10457
48890,59889,Preservation,2,3083,68,2012405,2129,CROTONA AVENUE,0,0,0,45,0,6,2030830068,6,15,373,BX17,40.849097,-73.887964,40.849097,-73.887964,10457
61593,66536,Preservation,2,3085,45,2012411,660,EAST 183 STREET,98,0,98,98,85255,5,2030850045,6,15,391,BX06,40.852442,-73.887109,40.852442,-73.887109,10458
48729,57116,Preservation,2,3098,50,2012772,2131,CLINTON AVENUE,28,0,28,28,34128,6,2030980050,6,15,371,BX17,40.848829,-73.886771,40.848829,-73.886771,10457
50196,59948,Preservation,2,3104,1,2092313,2404,CROTONA AVENUE,24,0,24,24,55000,5,2031040001,6,15,393,BX06,40.854315,-73.883411,40.854315,-73.883411,10458
50196,806409,Preservation,2,3104,1,2092314,2412,CROTONA AVENUE,25,0,25,25,15000,5,2031040001,6,15,393,BX06,40.854475,-73.883331,40.854475,-73.883331,10458
50196,806410,Preservation,2,3104,1,2092315,2416,CROTONA AVENUE,25,0,25,25,15000,5,2031040001,6,15,393,BX06,40.854554,-73.883291,40.854554,-73.883291,10458
51249,94237,Preservation,2,3111,4,2012994,2120,MAPES AVENUE,0,29,29,29,27495,5,2031110004,6,15,36501,BX17,40.847123,-73.885094,40.847123,-73.885094,10460
67154,989040,New Construction,2,3111,35,2092334,2126-28,MAPES AVENUE,30,0,30,30,33474,6,2031110035,6,15,36501,BX17,40.847537,-73.884742,40.847537,-73.884742,10460
53473,60067,Preservation,2,3118,44,2013096,2060,CROTONA PARKWAY,35,0,35,35,5575,6,2031180044,6,17,363,BX17,40.844798,-73.884812,40.844798,-73.884812,10460
50294,87096,Preservation,2,3124,66,2013169,2147,HONEYWELL AVENUE,31,0,31,31,32235,5,2031240066,6,15,363,BX17,40.8462,-73.881405,40.8462,-73.881405,10460
50414,66360,Preservation,2,3125,12,2013180,908,EAST 181 STREET,0,0,0,56,0,5,2031250012,6,17,363,BX17,40.845585,-73.881449,40.845585,-73.881449,10460
50414,66361,Preservation,2,3128,9,2013230,924,EAST 181 STREET,0,0,0,45,0,5,2031280009,6,17,363,BX17,40.845228,-73.880785,40.845228,-73.880785,10460
50414,66363,Preservation,2,3128,13,2013231,934,EAST 181 STREET,0,0,0,40,0,5,2031280013,6,17,363,BX17,40.845096,-73.880543,40.845096,-73.880543,10460
50414,118550,Preservation,2,3128,29,2013233,2103,VYSE AVENUE,0,0,0,45,0,5,2031280029,6,17,363,BX17,40.844069,-73.880332,40.844069,-73.880332,10460
50414,118563,Preservation,2,3129,29,2013243,2131,VYSE AVENUE,0,0,0,7,0,5,2031290029,6,15,363,BX17,40.844782,-73.879683,40.844782,-73.879683,10460
53473,74511,Preservation,2,3130,2,2013244,985,EAST TREMONT AVENUE,101,0,101,101,38726,8,2031300002,6,17,361,BX17,40.840931,-73.882025,40.840931,-73.882025,10460
62227,977442,New Construction,2,3132,2,2092389,988,EAST 180 STREET,163,0,163,163,25758,18,2031320002,6,15,361,BX17,40.843437,-73.879643,40.843437,-73.879643,10460
50414,66368,Preservation,2,3133,13,2013267,966,EAST 181 STREET,0,0,0,42,0,6,2031330013,6,15,361,BX17,40.844551,-73.879539,40.844551,-73.879539,10460
50414,118564,Preservation,2,3134,1,2013270,2134,VYSE AVENUE,0,0,0,38,0,5,2031340001,6,15,361,BX17,40.844798,-73.879644,40.844798,-73.879644,10460
44865,969852,New Construction,2,3140,2,2119487,1041,EAST 179 STREET,0,0,0,65,3194,8,2031400002,6,15,361,BX17,40.841468,-73.878641,40.841468,-73.878641,10460
50353,120575,Preservation,2,3143,124,2013313,2093,WEBSTER AVENUE,8,0,8,8,3400,4,2031430124,5,15,379,BX41,40.852254,-73.898152,40.852254,-73.898152,10457
47960,114432,Preservation,2,3145,26,2013410,2279,TIEBOUT AVENUE,0,0,0,15,2872,4,2031450026,5,15,38301,BX40,40.856214,-73.89751,40.856214,-73.89751,10457
44249,927160,New Construction,2,3146,67,2117807,2311,TIEBOUT AVENUE,0,0,0,20,3036,7,2031460067,5,15,38301,BX40,40.856961,-73.897031,40.856961,-73.897031,10458
50353,107804,Preservation,2,3152,3,2013578,2380,RYER AVENUE,36,0,36,36,7047,6,2031520003,5,15,23702,BX05,40.859415,-73.898029,40.859415,-73.898029,10458
65205,983973,New Construction,2,3156,70,2013665,2051,RYER AVENUE,86,0,86,86,74446,13,2031560070,5,15,381,BX41,40.85179,-73.901214,40.85179,-73.901214,10457
47960,59221,Preservation,2,3165,22,2013793,2414,CRESTON AVENUE,0,0,0,30,6563,5,2031650022,5,14,23703,BX40,40.860904,-73.899129,40.860904,-73.899129,10468
50509,965117,New Construction,2,3168,7501,2127056,2605,GRAND CONCOURSE,94,0,94,94,7823,12,2031687501,7,14,401,BX05,40.864727,-73.895407,40.864727,-73.895407,10468
44388,958153,New Construction,2,3171,13,2013863,2264,MORRIS AVENUE,94,0,94,94,8572,11,2031710013,5,14,23704,BX40,40.857456,-73.902308,40.857456,-73.902308,10453
47805,59179,Preservation,2,3171,37,2092415,2239,CRESTON AVENUE,0,0,0,28,3938,5,2031710037,5,14,23704,BX40,40.85672,-73.901576,40.85672,-73.901576,10453
47805,806404,Preservation,2,3171,37,2092414,2241,CRESTON AVENUE,0,0,0,27,3889,5,2031710037,5,14,23704,BX40,40.856753,-73.901558,40.856753,-73.901558,10453
50352,97550,Preservation,2,3172,8,2013884,2314,MORRIS AVENUE,37,0,37,37,8250,5,2031720008,5,14,23703,BX40,40.858631,-73.90158,40.858631,-73.90158,10468
47805,59207,Preservation,2,3172,25,2013888,2333,CRESTON AVENUE,0,0,0,30,4435,5,2031720025,5,14,23703,BX40,40.858649,-73.90042,40.858649,-73.90042,10468
47805,59205,Preservation,2,3172,28,2013889,2323,CRESTON AVENUE,0,0,0,37,5044,5,2031720028,5,14,23703,BX40,40.858465,-73.900532,40.858465,-73.900532,10468
48886,66855,Preservation,2,3174,24,2013923,62,EAST 190 STREET,0,0,0,27,7131,5,2031740024,7,14,401,BX05,40.863011,-73.898475,40.863011,-73.898475,10468
60034,66855,Preservation,2,3174,24,2013923,62,EAST 190 STREET,0,0,0,26,7131,5,2031740024,7,14,401,BX05,40.863011,-73.898475,40.863011,-73.898475,10468
62962,975399,New Construction,2,3175,26,2000000,2519,CRESTON AVENUE,189,0,189,189,1,12,2031750026,7,14,401,BX05,40.8634,-73.897679,40.8634,-73.897679,10468
51252,119119,Preservation,2,3179,47,2013964,2085,WALTON AVENUE,42,0,42,42,7052,6,2031790047,5,14,241,BX41,40.854223,-73.90578,40.854223,-73.90578,10453
52223,954207,New Construction,2,3179,60,2129079,2065,WALTON AVENUE,90,0,90,90,4932,10,2031790060,5,14,241,BX41,40.853952,-73.906026,40.853952,-73.906026,10453
50258,119146,Preservation,2,3182,4,2088408,2240,WALTON AVENUE,31,0,31,31,9500,8,2031820004,5,14,239,BX40,40.857378,-73.903386,40.857378,-73.903386,10453
50258,119162,Preservation,2,3182,19,2099975,2270,WALTON AVENUE,54,0,54,54,14250,8,2031820019,5,14,239,BX40,40.857841,-73.903103,40.857841,-73.903103,10453
44353,939117,New Construction,2,3186,76,2128908,2247,WALTON AVENUE,50,0,50,50,4595,11,2031860076,5,14,239,BX40,40.857477,-73.90335,40.857477,-73.90335,10453
65730,60471,Preservation,2,3193,28,2014158,2059,DAVIDSON AVENUE,20,0,20,20,19650,5,2031930028,5,14,251,BX36,40.854231,-73.908144,40.854231,-73.908144,10453
65730,60470,Preservation,2,3193,30,2014159,2055,DAVIDSON AVENUE,20,0,20,20,19650,5,2031930030,5,14,251,BX36,40.854129,-73.908231,40.854129,-73.908231,10453
53655,53832,Preservation,2,3196,10,2014204,30,BUCHANAN PLACE,47,0,47,47,0,5,2031960010,5,14,251,BX36,40.858148,-73.905579,40.858148,-73.905579,10453
50352,60498,Preservation,2,3198,50,2014264,2324,DAVIDSON AVENUE,17,0,17,17,4600,4,2031980050,7,14,239,BX40,40.859681,-73.904257,40.859681,-73.904257,10468
50352,77186,Preservation,2,3209,9,2014537,54,EVELYN PLACE,65,0,65,65,14000,5,2032090009,7,14,253,BX30,40.859814,-73.905851,40.859814,-73.905851,10468
47960,81557,Preservation,2,3209,45,2014559,2333,GRAND AVENUE,0,0,0,44,9000,6,2032090045,7,14,253,BX30,40.860771,-73.90465,40.860771,-73.90465,10468
51252,116663,Preservation,2,3213,14,2014629,2432,UNIVERSITY AVENUE,46,0,46,46,8300,5,2032130014,7,14,263,BX30,40.863593,-73.904393,40.863593,-73.904393,10468
52888,116689,Preservation,2,3215,20,2014675,2636,UNIVERSITY AVENUE,30,0,30,30,24500,5,2032150020,7,14,265,BX30,40.867556,-73.901625,40.867556,-73.901625,10468
53655,116887,Preservation,2,3216,52,2014697,2001,DR M L KING JR BOULEVARD,78,0,78,78,0,5,2032160052,5,14,24502,BX36,40.854936,-73.911096,40.854936,-73.911096,10453
61625,92762,Preservation,2,3221,17,2014856,1928,LORING PLACE SOUTH,52,0,52,52,3000,5,2032210017,5,14,24502,BX36,40.854869,-73.914317,40.854869,-73.914317,10453
51652,953622,New Construction,2,3225,10,2129017,2264,LORING PLACE NORTH,66,0,66,66,6584,8,2032250010,7,14,255,BX30,40.860959,-73.90897,40.860959,-73.90897,10468
48607,92694,Preservation,2,3225,91,2014940,2292,LORING PLACE NORTH,9,0,9,9,1391,4,2032250091,7,14,255,BX30,40.861515,-73.908539,40.861515,-73.908539,10468
52798,955842,New Construction,2,3236,7501,2000000,233,LANDING ROAD,136,0,136,136,30000,9,2032367501,7,14,269,BX30,40.862407,-73.911097,40.862407,-73.911097,10468
54407,108496,Preservation,2,3237,108,2015143,2629,SEDGWICK AVENUE,30,0,30,30,8400,5,2032370108,7,14,269,BX30,40.869096,-73.905122,40.869096,-73.905122,10468
61847,89826,Preservation,2,3256,156,2015735,2865,KINGSBRIDGE TERRACE,0,104,104,104,111300,9,2032560156,8,14,273,BX28,40.874317,-73.902631,40.874317,-73.902631,10463
59976,79476,Preservation,2,3258,73,2015820,3400,FT INDEPENDENCE STREET,0,171,171,171,0,14,2032580073,8,11,279,BX28,40.88035,-73.899277,40.88035,-73.899277,10463
51252,46525,Preservation,2,3261,15,2015921,3058,BAILEY AVENUE,9,0,9,9,1500,4,2032610015,8,14,277,BX28,40.877375,-73.902948,40.877375,-73.902948,10463
51252,46526,Preservation,2,3261,17,2015922,3060,BAILEY AVENUE,9,0,9,9,1572,4,2032610017,8,14,277,BX28,40.8774,-73.90293,40.8774,-73.90293,10463
48886,66882,Preservation,2,3276,36,2016344,353,EAST 193 STREET,0,0,0,11,3053,5,2032760036,7,15,39901,BX05,40.863246,-73.891114,40.863246,-73.891114,10458
60034,66882,Preservation,2,3276,36,2016344,353,EAST 193 STREET,0,0,0,11,3053,5,2032760036,7,15,39901,BX05,40.863246,-73.891114,40.863246,-73.891114,10458
48886,67110,Preservation,2,3283,37,2016501,364,EAST 197 STREET,0,0,0,14,2850,4,2032830037,7,15,40502,BX05,40.865933,-73.887943,40.865933,-73.887943,10458
60034,67110,Preservation,2,3283,37,2016501,364,EAST 197 STREET,0,0,0,14,2850,4,2032830037,7,15,40502,BX05,40.865933,-73.887943,40.865933,-73.887943,10458
58623,976713,New Construction,2,3291,4,2000000,2885,MARION AVENUE,114,0,114,114,15000,8,2032910004,7,15,40702,BX05,40.868482,-73.88506,40.868482,-73.88506,10458
52467,921886,New Construction,2,3291,24,2117126,321,EAST 198 STREET,140,0,140,140,100,9,2032910024,7,15,40702,BX05,40.868051,-73.887776,40.868051,-73.887776,10458
47960,51236,Preservation,2,3293,39,2016794,2600,BRIGGS AVENUE,0,0,0,36,7898,5,2032930039,7,15,39901,BX05,40.864151,-73.893307,40.864151,-73.893307,10458
48886,51243,Preservation,2,3293,135,2016825,2621,BRIGGS AVENUE,0,0,0,49,1300,5,2032930135,7,15,39901,BX05,40.864431,-73.893151,40.864431,-73.893151,10458
60034,51243,Preservation,2,3293,135,2016825,2621,BRIGGS AVENUE,49,0,49,49,1,5,2032930135,7,15,39901,BX05,40.864431,-73.893151,40.864431,-73.893151,10458
52827,51239,Preservation,2,3293,139,2016826,2609,BRIGGS AVENUE,55,0,55,55,9000,5,2032930139,7,15,39901,BX05,40.864239,-73.893275,40.864239,-73.893275,10458
48886,117114,Preservation,2,3300,11,2016995,2666,VALENTINE AVENUE,0,0,0,11,2884,5,2033000011,7,15,40501,BX05,40.865784,-73.893008,40.865784,-73.893008,10458
60034,117114,Preservation,2,3300,11,2016995,2666,VALENTINE AVENUE,0,0,0,11,2884,5,2033000011,7,15,40501,BX05,40.865784,-73.893008,40.865784,-73.893008,10458
48886,117122,Preservation,2,3300,23,2017001,2690,VALENTINE AVENUE,0,0,0,10,3973,5,2033000023,7,15,40501,BX05,40.866182,-73.892812,40.866182,-73.892812,10458
60034,117122,Preservation,2,3300,23,2017001,2690,VALENTINE AVENUE,0,0,0,11,3973,5,2033000023,7,15,40501,BX05,40.866182,-73.892812,40.866182,-73.892812,10458
48886,117124,Preservation,2,3300,27,2017003,2698,VALENTINE AVENUE,0,0,0,10,4690,5,2033000027,7,15,40501,BX05,40.866571,-73.892562,40.866571,-73.892562,10458
60034,117124,Preservation,2,3300,27,2017003,2698,VALENTINE AVENUE,0,0,0,10,4690,5,2033000027,7,15,40501,BX05,40.866571,-73.892562,40.866571,-73.892562,10458
67522,934463,Preservation,2,3309,39,2000000,211,EAST 203 STREET,107,0,108,108,7497,13,2033090039,7,11,413,BX05,40.873849,-73.886085,40.873849,-73.886085,10458
45675,934659,New Construction,2,3310,29,2120106,3114,VILLA AVENUE,0,0,0,57,3313,9,2033100029,7,11,411,BX05,40.874705,-73.887711,40.874705,-73.887711,10468
64736,979673,New Construction,2,3311,40,2098417,3188,VILLA AVENUE,68,0,68,68,4159,10,2033110040,7,11,411,BX05,40.876776,-73.886771,40.876776,-73.886771,10468
59495,969140,New Construction,2,3317,17,2094746,2700,JEROME AVENUE,136,0,136,136,11617,13,2033170017,7,14,40304,BX28,40.868238,-73.896801,40.868238,-73.896801,10468
49173,946227,New Construction,2,3318,29,2128677,2808,JEROME AVENUE,0,0,0,31,3184,7,2033180029,7,14,40303,BX28,40.87044,-73.894512,40.87044,-73.894512,10468
60327,971011,New Construction,2,3319,59,2000000,2865,CRESTON AVENUE,118,0,118,118,7627,13,2033190046,7,14,40701,BX28,40.870937,-73.891525,40.870937,-73.891525,10468
60319,970855,New Construction,2,3321,38,2000000,16,EAST 204 STREET,53,0,53,53,4770,12,2033210038,7,11,411,BX05,40.87512,-73.888285,40.87512,-73.888285,10468
52022,87500,Preservation,2,3347,43,2018362,3279,HULL AVENUE,0,51,51,51,10000,5,2033470043,7,11,42902,BX43,40.876193,-73.874904,40.876193,-73.874904,10467
50408,67516,Preservation,2,3352,1,2018488,333,EAST 209 STREET,0,43,43,43,7500,5,2033520001,7,11,42902,BX43,40.876725,-73.874278,40.876725,-73.874278,10467
44888,949804,New Construction,2,3355,121,2128753,3349,WEBSTER AVENUE,0,0,0,115,9873,8,2033550121,7,11,42902,BX43,40.87774,-73.871871,40.87774,-73.871871,10467
62039,934090,New Construction,2,3360,62,2000000,3556,WEBSTER AVENUE,0,0,0,80,0,,2033600062,12,11,435,BX99,40.880733,-73.870701,40.880733,-73.870701,10467
49517,945811,New Construction,2,3360,70,2121023,3580,WEBSTER AVENUE,0,0,0,95,7825,13,2033600070,12,11,435,BX99,40.88149,-73.870374,40.88149,-73.870374,10467
54842,969555,New Construction,2,3360,77,2000000,3620,WEBSTER AVENUE,123,0,123,123,48914,11,2033600176,12,11,435,BX99,40.882626,-73.869771,40.882626,-73.869771,10467
46076,934663,New Construction,2,3360,7501,2128358,3560,WEBSTER AVENUE,0,0,0,135,12362,13,2033607501,12,11,435,BX99,40.88086,-73.870646,40.88086,-73.870646,10467
64829,989273,New Construction,2,3365,71,2018798,69,EAST 233 STREET,79,0,80,80,52435,4,2033650071,12,11,44901,BX62,40.895956,-73.873778,40.895956,-73.873778,10470
48003,90415,New Construction,2,3515,1,2092605,1711,LACOMBE AVENUE,0,0,0,120,18353,1,2035150001,9,18,20,BX09,40.814473,-73.865804,40.814473,-73.865804,10473
48012,939257,New Construction,2,3515,40,2127010,391,BRONX RIVER AVENUE,0,0,0,86,11802,,2035150040,9,18,20,BX09,40.814436,-73.866773,40.814436,-73.866773,10473
58955,968078,New Construction,2,3623,1,2128970,1520,STORY AVENUE,223,0,223,223,0,12,2036230010,9,17,28,BX09,40.821694,-73.877424,40.821694,-73.877424,10473
58480,973555,New Construction,2,3623,7501,2127284,1530,STORY AVENUE,212,0,212,212,23728,12,2036230030,9,17,28,BX09,40.82174,-73.877059,40.82174,-73.877059,10473
64399,113491,Preservation,2,3642,1,2092758,880,THIERIOT AVENUE,157,0,157,157,22054,16,2036420001,9,18,42,BX09,40.823093,-73.862394,40.823093,-73.862394,10473
64399,806980,Preservation,2,3642,1,2092759,820,THERIOT AVENUE,157,0,157,157,22054,16,2036420030,9,18,42,BX09,40.822154,-73.862172,40.822154,-73.862172,10473
48895,57674,Preservation,2,3737,18,2092814,1130,COLGATE AVENUE,0,0,0,12,23403,4,2037370018,9,17,52,BX55,40.826641,-73.88157,40.826641,-73.88157,10472
48895,806379,Preservation,2,3737,18,2092815,1132,COLGATE AVENUE,0,0,0,12,23403,4,2037370018,9,17,52,BX55,40.82668,-73.881581,40.82668,-73.881581,10472
48895,806380,Preservation,2,3737,18,2092816,1136,COLGATE AVENUE,0,0,0,12,23403,4,2037370018,9,17,52,BX55,40.826757,-73.881599,40.826757,-73.881599,10472
48895,806381,Preservation,2,3737,18,2092817,1138,COLGATE AVENUE,0,0,0,12,23403,4,2037370018,9,17,52,BX55,40.826795,-73.881606,40.826795,-73.881606,10472
48895,806382,Preservation,2,3737,18,2092818,1140,COLGATE AVENUE,0,0,0,12,23403,4,2037370018,9,17,52,BX55,40.826834,-73.881617,40.826834,-73.881617,10472
48895,806383,Preservation,2,3737,18,2092819,1142,COLGATE AVENUE,0,0,0,12,23403,4,2037370018,9,17,52,BX55,40.826872,-73.881624,40.826872,-73.881624,10472
48895,806384,Preservation,2,3737,18,2092820,1146,COLGATE AVENUE,0,0,0,12,23403,4,2037370018,9,17,52,BX55,40.826949,-73.881642,40.826949,-73.881642,10472
48887,57693,Preservation,2,3737,37,2023761,1160,COLGATE AVENUE,0,0,0,17,0,4,2037370037,9,17,52,BX55,40.827218,-73.881706,40.827218,-73.881706,10472
67960,122729,Preservation,2,3739,12,2023810,1120,WHEELER AVENUE,4,0,4,4,1600,2,2037390012,9,17,5002,BX55,40.826672,-73.879669,40.826672,-73.879669,10472
52852,111948,Preservation,2,3743,50,2023992,1167,STRATFORD AVENUE,69,0,69,69,17300,5,2037430050,9,18,48,BX55,40.828295,-73.875298,40.828295,-73.875298,10472
48013,59349,Preservation,2,3748,59,2024101,1131,CROES AVENUE,0,0,0,4,1640,2,2037480059,9,18,68,BX55,40.827947,-73.870305,40.827947,-73.870305,10472
58863,65479,Preservation,2,3776,44,2025348,1590,EAST 172 STREET,43,0,43,43,9000,6,2037760044,9,18,54,BX08,40.831574,-73.876495,40.831574,-73.876495,10472
50205,111969,Preservation,2,3777,35,2025368,1268,STRATFORD AVENUE,0,0,0,59,7722,6,2037770035,9,18,62,BX08,40.830766,-73.875853,40.830766,-73.875853,10472
50205,97967,Preservation,2,3777,40,2025369,1265,MORRISON AVENUE,0,0,0,59,7665,6,2037770040,9,18,62,BX08,40.831254,-73.875036,40.831254,-73.875036,10472
65298,985028,New Construction,2,3780,1,2025407,1675,WESTCHESTER AVENUE,249,0,249,249,33720,12,2037800001,9,18,64,BX08,40.83023,-73.872089,40.83023,-73.872089,10472
68542,104641,Preservation,2,3788,21,2025666,1041,PUGSLEY AVENUE,133,0,133,133,10077,15,2037880021,9,18,4001,BX55,40.827716,-73.856386,40.827716,-73.856386,10472
44431,965100,New Construction,2,3805,7502,2000000,2044,WESTCHESTER AVENUE,82,0,82,82,94302,11,2038050124,9,18,92,BX59,40.833705,-73.856301,40.833705,-73.856301,10462
44362,947316,New Construction,2,3805,7501,2127430,2026,WESTCHESTER AVENUE,0,0,0,134,16752,7,2038057501,9,18,92,BX59,40.833662,-73.856695,40.833662,-73.856695,10462
50205,65478,Preservation,2,3866,1,2027460,1589,EAST 172 STREET,0,0,0,59,7598,5,2038660001,9,18,56,BX08,40.831582,-73.876571,40.831582,-73.876571,10472
50205,65477,Preservation,2,3866,5,2027461,1585,EAST 172 STREET,0,0,0,49,7536,5,2038660005,9,18,56,BX08,40.83156,-73.876712,40.83156,-73.876712,10472
62163,107668,Preservation,2,3973,35,2041706,1415,ROWLAND STREET,6,0,6,6,5100,3,2039730035,10,18,202,BX59,40.837935,-73.845895,40.837935,-73.845895,10461
63221,88010,Preservation,2,4230,15,2047168,1950,HUTCH RIVER PARKWAY EAST,158,0,159,159,179200,13,2042300015,10,13,300,BX10,40.851353,-73.835612,40.851353,-73.835612,10461
62208,45204,Preservation,2,4254,7,2047842,1906,AMETHYST STREET,6,0,6,6,3984,3,2042540007,11,15,230,BX37,40.84738,-73.868261,40.84738,-73.868261,10462
62208,45205,Preservation,2,4254,9,2047843,1908,AMETHYST STREET,5,0,5,5,4340,3,2042540009,11,15,230,BX37,40.847418,-73.868246,40.847418,-73.868246,10462
62209,52029,Preservation,2,4543,1,2000000,3000,BRONX PARK EAST,0,292,292,292,83700,20,2043360001,27,15,334,BX99,40.856665,-73.875798,40.856665,-73.875798,10467
64671,983110,New Construction,2,4342,46,2128720,695,THWAITES PLACE,36,0,36,36,7923,6,2043420046,11,15,33201,BX07,40.858597,-73.868018,40.858597,-73.868018,10467
50347,47143,Preservation,2,4425,1,2051242,2410,BARKER AVENUE,1,171,172,172,0,20,2044250001,11,15,33202,BX07,40.861793,-73.869411,40.861793,-73.869411,10467
55464,47164,Preservation,2,4427,4,2087904,2505,BARKER AVENUE,0,0,0,100,0,,2044270004,11,15,33202,BX07,40.863602,-73.869382,40.863602,-73.869382,10467
55433,47173,Preservation,2,4428,21,2051290,2540,BARKER AVENUE,0,0,0,116,0,,2044280019,11,15,33202,BX07,40.863877,-73.869349,40.863877,-73.869349,10467
64492,874245,Preservation,2,4624,37,2087299,3377,WHITE PLAINS ROAD,72,0,72,72,112000,7,2046240037,12,12,374,BX44,40.874872,-73.86706,40.874872,-73.86706,10467
58562,100435,Preservation,2,4641,16,2093522,3555,OLINVILLE AVENUE,0,143,143,143,167000,16,2046410016,12,12,378,BX44,40.879075,-73.867634,40.879075,-73.867634,10467
49576,945948,New Construction,2,4647,7501,2129019,3639,WHITE PLAINS ROAD,0,0,0,69,62600,6,2046477501,12,12,378,BX44,40.880117,-73.864811,40.880117,-73.864811,10467
60342,47636,Preservation,2,4659,31,2057725,3511,BARNES AVENUE,0,126,126,126,0,16,2046590031,12,12,380,BX44,40.877177,-73.861649,40.877177,-73.861649,10467
55223,979051,New Construction,2,4671,4,2128769,839-843,TILDEN STREET,1,56,57,57,10375,7,2046710004,12,12,380,BX44,40.876868,-73.860572,40.876868,-73.860572,10467
47767,70287,Preservation,2,4838,20,2063396,757,EAST 224 STREET,0,0,0,7,1580,3,2048380020,12,12,406,BX44,40.886607,-73.859275,40.886607,-73.859275,10466
47767,70285,Preservation,2,4838,21,2063397,755,EAST 224 STREET,0,0,0,7,1580,3,2048380021,12,12,406,BX44,40.886621,-73.859319,40.886621,-73.859319,10466
47767,70671,Preservation,2,4850,51,2063899,812,EAST 226 STREET,0,0,0,6,1507,3,2048500051,12,12,406,BX44,40.887372,-73.856522,40.887372,-73.856522,10466
48755,72098,Preservation,2,5000,1,2068251,855,EAST 233 STREET,0,0,0,108,9537,12,2050000001,12,12,430,BX62,40.89194,-73.852775,40.89194,-73.852775,10466
59104,72098,Preservation,2,5000,1,2068251,855,EAST 233 STREET,0,109,109,109,10044,12,2050000001,12,12,430,BX62,40.89194,-73.852775,40.89194,-73.852775,10466
61271,99387,Preservation,2,5065,1,2070559,555,NEREID AVENUE,90,0,90,90,58477,4,2050650001,12,11,414,BX62,40.899871,-73.857923,40.899871,-73.857923,10470
48909,947309,New Construction,2,5141,7501,2123665,2217,GIVAN AVENUE,0,0,0,101,8769,11,2051417501,10,12,46201,BX13,40.880249,-73.828026,40.880249,-73.828026,10475
